DATE,YEAR,SEAS,SITE,season,ecosystem,WEB,TRN,SPECIES,AGE,SEX,SUB,CNT,BURNED,COMMENTS
2001-09-20,2001,L,BOER,fall,core_black,3,108,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,108,AUFE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,108,HEVI,4,M,GUSA2,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,108,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,108,PAPA,4,M,BOER4,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,108,PAPA,4,M,BOER4,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,108,PAPA,4,F,PLJA,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,108,PSDE,1,N,BOER4,3,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,108,PSDE,1,N,BOER4,3,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,AGDE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,AGDE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,AGDE,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,ARPS,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,OPOB,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,PAPA,4,F,PLJA,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,PSDE,1,N,BOER4,4,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,PSDE,2,N,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,TRFO,4,F,SPWR,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,3,132,XACO,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,AGDE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,AGDE,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,AGDE,4,M,MUAR2,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,AGDE,4,M,MUAR2,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,AUFE,4,F,MUAR2,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,AUFE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,AUFE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,ERSI,1,N,BOER4,3,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,HATR,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,HATR,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,PSDE,2,N,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,12,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,AGDE,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,ARPS,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,ARPS,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,ARPS,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,AUFE,4,M,MUAR2,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,AUFE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,OPOB,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,OPOB,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,PAPA,4,M,BOER4,3,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,PSDE,1,N,BOER4,5,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,36,TRFO,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,AGDE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,AGDE,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,AGDE,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,AMCO,4,M,PLJA,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,AUFE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,DABI,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,HEVI,4,M,GUSA2,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,PAPA,4,F,PLJA,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,PSDE,1,N,BOER4,5,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,PSDE,1,N,SOIL,3,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,TRFO,4,F,SPWR,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,TRPA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,60,TRPA,4,M,SOIL,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,84,AGDE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,84,AGDE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,84,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,84,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,84,AUFE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,84,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,84,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,84,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,84,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,84,PSDE,1,N,SOIL,4,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,108,AGDE,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,108,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,108,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,108,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,108,AUFE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,108,OPOB,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,108,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,108,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,108,PSDE,2,N,BOER4,3,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,132,AGDE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,132,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,132,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,132,AUFE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,132,OPOB,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,132,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,132,PAPA,4,M,BOER4,3,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,132,PSDE,1,N,BOER4,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,4,132,PSDE,1,N,SOIL,3,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,AGDE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,AGDE,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,AGDE,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,DABI,4,M,HOGL2,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,PAPA,4,M,BOER4,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,PSDE,1,N,BOER4,7,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,12,XACO,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,36,AGDE,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,36,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,36,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,36,MEAR2,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,36,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,36,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,36,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,36,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,36,PSDE,1,N,BOER4,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,36,PSDE,1,N,SOIL,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,60,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,60,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,60,AUFE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,60,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,60,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,60,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,60,PSDE,1,N,BOER4,3,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,AGDE,4,M,SOIL,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,ARPS,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,AUFE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,AUFE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,HATR,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,PSDE,1,N,BOER4,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,TRPA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,TRPA,4,M,SOIL,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,TRPI,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,84,TRPI,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,AGDE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,AGDE,4,F,MUAR2,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,HATR,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,HEVI,4,F,GUSA2,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,HEVI,4,M,GUSA2,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,MEAR2,4,M,GUSA2,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,PAPA,4,M,BOER4,3,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,PSDE,1,N,BOER4,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,108,PSDE,2,N,SOIL,3,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,132,AGDE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,132,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,132,AUFE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,132,HATR,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,132,HATR,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,132,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,132,PAPA,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,132,PAPA,4,M,BOER4,2,NA,NA
2001-09-20,2001,L,BOER,fall,core_black,5,132,PSDE,1,N,BOER4,3,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,12,BOAR,4,F,LATR2,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,12,TRCA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,12,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,36,TRCA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,36,TRPA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,60,HICA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,60,TRPA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,60,TRPI,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,84,TRCA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,84,TRCA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,84,TRPI,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,108,NONE,NA,NA,NA,0,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,132,TRCA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,132,TRPA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,1,132,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,12,AGDE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,12,AGDE,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,12,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,12,TRCA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,12,TRCA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,12,TRKI,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,36,BOAR,4,F,LATR2,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,36,BOAR,4,M,LATR2,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,60,TRCA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,60,TRPA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,60,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,84,CIPA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,84,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,84,TRPI,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,108,NONE,NA,NA,NA,0,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,132,AGDE,4,F,BOER4,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,132,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,132,PAPA,4,F,PLJA,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,132,TRPA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,2,132,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,12,AGDE,4,F,SCBR2,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,12,AUFE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,12,TRCA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,12,TRCA,4,M,SOIL,2,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,12,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,36,ACPI,4,F,MUPO2,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,36,TRCA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,60,TRCA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,60,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,84,HICA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,108,BOAR,4,M,LATR2,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,108,TRCA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,108,TRPA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,108,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,3,132,NONE,NA,NA,NA,0,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,4,12,TRCA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,4,12,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,4,36,NONE,NA,NA,NA,0,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,4,60,TRCA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,4,60,TRCA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,4,84,TRPI,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,4,108,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,4,132,TRCA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,12,ARPS,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,12,PAPA,4,M,BOER4,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,12,TRCA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,12,TRCA,4,M,SOIL,2,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,36,HERU,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,36,HICA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,36,LEWH,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,36,TRCA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,60,TRCA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,60,TRCA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,60,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,84,TRCA,4,F,SOIL,2,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,84,TRCA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,84,TRCA,4,M,SOIL,4,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,84,TRPA,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,84,TRPI,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,108,BOAR,4,F,LATR2,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,108,TRPA,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,132,AGDE,4,M,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,132,AUFE,4,F,SOIL,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,132,OPOB,4,M,PLJA,1,NA,NA
2001-09-20,2001,L,LATR,fall,core_creosote,5,132,PAPA,4,F,PLJA,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,12,PSDE,4,M,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,12,PSDE,4,M,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,12,XACO,4,F,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,36,PSDE,4,M,BOER4,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,36,PSDE,4,F,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,60,ARCO,4,M,SOIL,2,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,60,PSDE,4,F,BOER4,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,60,PSDE,4,M,BOGR2,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,60,PSDE,4,F,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,60,PSDE,4,F,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,60,PSDE,4,M,SOIL,2,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,60,PSDE,4,M,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,60,XACO,4,F,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,84,PSDE,4,F,BOER4,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,84,PSDE,4,M,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,108,ARCO,4,M,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,108,PSDE,4,F,BOER4,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,108,PSDE,4,M,BOER4,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,108,PSDE,4,F,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,108,PSDE,4,F,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,108,PSDE,4,M,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,132,ARCO,4,F,SOIL,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,132,PSDE,4,F,BOER4,1,NA,NA
2002-05-13,2002,E,BOER,spring,core_black,1,132,PSDE,4,M,BOER4,1,NA,NA
